"Date","Event"
"5/10/1950","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/1950","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"1/19/1951","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/23/1951","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/30/1951","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/1951","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"5/10/1951","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"1/19/1952","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/28/1952","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/1952","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/9/1952","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/1952","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"5/10/1952","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"1/19/1953","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/1953","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/1953","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/1953","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/10/1953","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/11/1953","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/11/1953","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/1954","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"4/26/1954","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/1954","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/1954","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/1954","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/1955","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"4/25/1955","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/1955","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/1955","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/1955","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"1/19/1956","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/23/1956","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/30/1956","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/1956","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"5/10/1956","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"1/19/1957","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/22/1957","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/29/1957","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/1957","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/1957","North America - United States - State holiday - Confederate Memorial Day - Friday"
"1/19/1958","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/28/1958","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/1958","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/9/1958","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/1958","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"5/10/1958","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"1/19/1959","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/1959","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/1959","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/1959","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/10/1959","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/11/1959","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/11/1959","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/1960","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"4/25/1960","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/1960","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/1960","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/1960","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"1/19/1961","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/24/1961","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/1961","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/1961","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/1961","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"1/19/1962","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/23/1962","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/30/1962","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/1962","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"5/10/1962","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"1/19/1963","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/22/1963","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/29/1963","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/1963","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/1963","North America - United States - State holiday - Confederate Memorial Day - Friday"
"1/19/1964","North America - United States - State holiday - Confederate Memorial Day - Sunday"
